UniProtID	GO_ID	GO_Name	GO_Aspect
A0A2K3CRM9	GO:0004176	ATP-dependent peptidase activity	molecular_function
A0A2K3CRM9	GO:0004176	ATP-dependent peptidase activity	molecular_function
A0A2K3CRM9	GO:0004222	metalloendopeptidase activity	molecular_function
A0A2K3CRM9	GO:0016887	ATP hydrolysis activity	molecular_function
A8IQ91	GO:0009982	pseudouridine synthase activity	molecular_function
A8IQ91	GO:0009982	pseudouridine synthase activity	molecular_function
A8IQ91	GO:0009982	pseudouridine synthase activity	molecular_function
A8IQ91	GO:0009982	pseudouridine synthase activity	molecular_function
A0A2K3CRY0	GO:0016740	transferase activity	molecular_function
A0A2K3CP82	GO:0016301	kinase activity	molecular_function
A0A2K3CP82	GO:0016301	kinase activity	molecular_function
A0A2K3CNL9	GO:0003743	translation initiation factor activity	molecular_function
A0A2K3CNL9	GO:0003743	translation initiation factor activity	molecular_function
A0A2K3CNL2	GO:0003743	translation initiation factor activity	molecular_function
A0A2K3CNT7	GO:0003712	transcription coregulator activity	molecular_function
A0A2K3CPK4	GO:0043539	protein serine/threonine kinase activator activity	molecular_function
A0A2K3CP49	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3CP49	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3CQR4	GO:0004386	helicase activity	molecular_function
A0A2K3CQA6	GO:0005319	lipid transporter activity	molecular_function
A0A2K3CQA6	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3CQA6	GO:0042626	ATPase-coupled transmembrane transporter activity	molecular_function
A0A2K3CQA6	GO:0140359	ABC-type transporter activity	molecular_function
A8JDE3	GO:0015131	oxaloacetate transmembrane transporter activity	molecular_function
A8JDE3	GO:0015139	alpha-ketoglutarate transmembrane transporter activity	molecular_function
A8JDE3	GO:0015140	malate transmembrane transporter activity	molecular_function
A8JDE3	GO:0022857	transmembrane transporter activity	molecular_function
A0A2K3CRP8	GO:0022857	transmembrane transporter activity	molecular_function
A0A2K3CRP8	GO:0022857	transmembrane transporter activity	molecular_function
A8IPS8	GO:0003999	adenine phosphoribosyltransferase activity	molecular_function
A8IPS8	GO:0003999	adenine phosphoribosyltransferase activity	molecular_function
A8IPS8	GO:0016757	glycosyltransferase activity	molecular_function
A0A2K3CQS1	GO:0016787	hydrolase activity	molecular_function
A0A2K3CQS1	GO:0016787	hydrolase activity	molecular_function
A0A2K3CP11	GO:0015297	antiporter activity	molecular_function
A0A2K3CQA5	GO:0015606	spermidine transmembrane transporter activity	molecular_function
A0A2K3CQA5	GO:0022857	transmembrane transporter activity	molecular_function
A0A2K3CRK7	GO:0003950	NAD+ poly-ADP-ribosyltransferase activity	molecular_function
A0A2K3CRK7	GO:0016757	glycosyltransferase activity	molecular_function
A8JDE1	GO:0046982	protein heterodimerization activity	molecular_function
A0A2K3CQ77	GO:0016279	protein-lysine N-methyltransferase activity	molecular_function
A8JDC9	GO:0046982	protein heterodimerization activity	molecular_function
A0A2K3CNX4	GO:0008081	phosphoric diester hydrolase activity	molecular_function
A0A2K3CS33	GO:0016301	kinase activity	molecular_function
A0A2K3CS33	GO:0016301	kinase activity	molecular_function
A8IQB8	GO:0016491	oxidoreductase activity	molecular_function
A8IQB8	GO:0045300	stearoyl-[ACP] desaturase activity	molecular_function
A8IQB8	GO:0045300	stearoyl-[ACP] desaturase activity	molecular_function
A8IQB8	GO:0016491	oxidoreductase activity	molecular_function
A8IQB8	GO:0045300	stearoyl-[ACP] desaturase activity	molecular_function
A8IQB8	GO:0045300	stearoyl-[ACP] desaturase activity	molecular_function
A8J6Q7	GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	molecular_function
A8J6Q7	GO:0016740	transferase activity	molecular_function
A0A2K3CPZ4	GO:0016740	transferase activity	molecular_function
A0A2K3CNR3	GO:0005471	ATP:ADP antiporter activity	molecular_function
A0A2K3CP90	GO:0004842	ubiquitin-protein transferase activity	molecular_function
A0A2K3CQ28	GO:0016788	hydrolase activity, acting on ester bonds	molecular_function
A0A2K3CQ17	GO:0016788	hydrolase activity, acting on ester bonds	molecular_function
A0A2K3CPE2	GO:0009881	photoreceptor activity	molecular_function
A8JDD5	GO:0004672	protein kinase activity	molecular_function
A8JDD5	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CS59	GO:0016740	transferase activity	molecular_function
A0A2K3CS59	GO:0061630	ubiquitin protein ligase activity	molecular_function
A0A2K3CQM0	GO:0003916	DNA topoisomerase activity	molecular_function
A0A2K3CQM0	GO:0003917	DNA topoisomerase type I (single strand cut, ATP-independent) activity	molecular_function
A0A2K3CQM0	GO:0003917	DNA topoisomerase type I (single strand cut, ATP-independent) activity	molecular_function
A0A2K3CNM0	GO:0016156	fumarate reductase (NADH) activity	molecular_function
A0A2K3CNM0	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3CRE4	GO:0004672	protein kinase activity	molecular_function
A0A2K3CRE4	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CRE4	GO:0016301	kinase activity	molecular_function
A0A2K3CRM3	GO:0008080	N-acetyltransferase activity	molecular_function
A0A2K3CRM3	GO:0016746	acyltransferase activity	molecular_function
A0A2K3CPQ1	GO:0004843	cysteine-type deubiquitinase activity	molecular_function
A0A2K3CPQ1	GO:0004843	cysteine-type deubiquitinase activity	molecular_function
A0A2K3CRD4	GO:0004672	protein kinase activity	molecular_function
A0A2K3CRD4	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CRD4	GO:0004676	3-phosphoinositide-dependent protein kinase activity	molecular_function
A0A2K3CRD4	GO:0004677	DNA-dependent protein kinase activity	molecular_function
A0A2K3CRD4	GO:0004679	AMP-activated protein kinase activity	molecular_function
A0A2K3CRD4	GO:0004683	calcium/calmodulin-dependent protein kinase activity	molecular_function
A0A2K3CRD4	GO:0004694	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function
A0A2K3CRD4	GO:0004711	ribosomal protein S6 kinase activity	molecular_function
A0A2K3CRD4	GO:0009931	calcium-dependent protein serine/threonine kinase activity	molecular_function
A0A2K3CRD4	GO:0035175	histone H3S10 kinase activity	molecular_function
A0A2K3CRD4	GO:0035402	histone H3T11 kinase activity	molecular_function
A0A2K3CRD4	GO:0035403	histone H3T6 kinase activity	molecular_function
A0A2K3CRD4	GO:0035979	histone H2AXS139 kinase activity	molecular_function
A0A2K3CRD4	GO:0044022	histone H3S28 kinase activity	molecular_function
A0A2K3CRD4	GO:0044023	histone H4S1 kinase activity	molecular_function
A0A2K3CRD4	GO:0044024	histone H2AS1 kinase activity	molecular_function
A0A2K3CRD4	GO:0044025	histone H2BS14 kinase activity	molecular_function
A0A2K3CRD4	GO:0072354	histone H3T3 kinase activity	molecular_function
A0A2K3CRD4	GO:0072371	histone H2AS121 kinase activity	molecular_function
A0A2K3CRD4	GO:0072518	Rho-dependent protein serine/threonine kinase activity	molecular_function
A0A2K3CRD4	GO:0140823	histone H2BS36 kinase activity	molecular_function
A0A2K3CRD4	GO:0140855	histone H3S57 kinase activity	molecular_function
A0A2K3CRD4	GO:0140857	histone H3T45 kinase activity	molecular_function
A0A2K3CQW1	GO:0016787	hydrolase activity	molecular_function
A0A2K3CNX1	GO:0015360	acetate:proton symporter activity	molecular_function
A0A2K3CQ57	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3CQ57	GO:0046863	ribulose-1,5-bisphosphate carboxylase/oxygenase activator activity	molecular_function
A0A2K3CQA0	GO:1990817	poly(A) RNA polymerase activity	molecular_function
A0A2K3CQA0	GO:1990817	poly(A) RNA polymerase activity	molecular_function
A0A2K3CS63	GO:0008276	protein methyltransferase activity	molecular_function
A0A2K3CS02	GO:0016787	hydrolase activity	molecular_function
A8J6Q4	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3CNQ8	GO:0003824	catalytic activity	molecular_function
A0A2K3CNQ8	GO:0004081	bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity	molecular_function
A0A2K3CNQ8	GO:0016787	hydrolase activity	molecular_function
A0A2K3CNQ8	GO:0047627	adenylylsulfatase activity	molecular_function
A0A2K3CNQ8	GO:0047710	bis(5'-adenosyl)-triphosphatase activity	molecular_function
A0A2K3CPS1	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function
A0A2K3CQ50	GO:0016298	lipase activity	molecular_function
A0A2K3CP26	GO:0008526	phosphatidylinositol transfer activity	molecular_function
A0A2K3CRV5	GO:0004672	protein kinase activity	molecular_function
A0A2K3CRV5	GO:0004672	protein kinase activity	molecular_function
A0A2K3CRY4	GO:0004497	monooxygenase activity	molecular_function
A0A2K3CRY4	GO:0004497	monooxygenase activity	molecular_function
A0A2K3CRY4	GO:0004499	N,N-dimethylaniline monooxygenase activity	molecular_function
A0A2K3CRY4	GO:0103075	indole-3-pyruvate monooxygenase activity	molecular_function
A0A2K3CP24	GO:0004672	protein kinase activity	molecular_function
A0A2K3CP24	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CQ96	GO:0005245	voltage-gated calcium channel activity	molecular_function
A0A2K3CQ96	GO:0005248	voltage-gated sodium channel activity	molecular_function
A0A2K3CQ96	GO:0005262	calcium channel activity	molecular_function
A0A2K3CQ96	GO:0022843	voltage-gated monoatomic cation channel activity	molecular_function
A0A2K3CRI0	GO:0008168	methyltransferase activity	molecular_function
A0A2K3CRT9	GO:0004364	glutathione transferase activity	molecular_function
A0A2K3CQW6	GO:0008080	N-acetyltransferase activity	molecular_function
A0A2K3CQW6	GO:0016746	acyltransferase activity	molecular_function
A0A2K3CQW6	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	molecular_function
A8JDC0	GO:0046982	protein heterodimerization activity	molecular_function
A0A2K3CRS4	GO:0003774	cytoskeletal motor activity	molecular_function
A0A2K3CRS4	GO:0003777	microtubule motor activity	molecular_function
A0A2K3CRS4	GO:0003777	microtubule motor activity	molecular_function
A0A2K3CRS4	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3CNQ0	GO:0003743	translation initiation factor activity	molecular_function
A0A2K3CS15	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CS15	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CS15	GO:0004705	JUN kinase activity	molecular_function
A0A2K3CS15	GO:0004707	MAP kinase activity	molecular_function
A0A2K3CQR5	GO:0005096	GTPase activator activity	molecular_function
A0A2K3CPD5	GO:0008374	O-acyltransferase activity	molecular_function
A0A2K3CPD5	GO:0016746	acyltransferase activity	molecular_function
A0A2K3CPD5	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	molecular_function
A8IR69	GO:0046982	protein heterodimerization activity	molecular_function
A0A2K3CQM8	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3CQM8	GO:0042626	ATPase-coupled transmembrane transporter activity	molecular_function
A0A2K3CQM8	GO:0140359	ABC-type transporter activity	molecular_function
A0A2K3CRX7	GO:0004601	peroxidase activity	molecular_function
A0A2K3CRX7	GO:0008379	thioredoxin peroxidase activity	molecular_function
A0A2K3CRX7	GO:0051920	peroxiredoxin activity	molecular_function
A0A2K3CRX7	GO:0140824	thioredoxin-dependent peroxiredoxin activity	molecular_function
A0A2K3CR35	GO:0003887	DNA-directed DNA polymerase activity	molecular_function
A0A2K3CS46	GO:0008276	protein methyltransferase activity	molecular_function
A8IQL7	GO:0016787	hydrolase activity	molecular_function
A8IQL7	GO:0016791	phosphatase activity	molecular_function
A8IQL7	GO:0042132	fructose 1,6-bisphosphate 1-phosphatase activity	molecular_function
A0A2K3CPT6	GO:0015079	potassium ion transmembrane transporter activity	molecular_function
A0A2K3CPT6	GO:0015079	potassium ion transmembrane transporter activity	molecular_function
A0A2K3CPE9	GO:0004672	protein kinase activity	molecular_function
A0A2K3CPE9	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CPJ6	GO:0004672	protein kinase activity	molecular_function
A0A2K3CPJ6	GO:0004672	protein kinase activity	molecular_function
A0A2K3CS30	GO:0061630	ubiquitin protein ligase activity	molecular_function
A0A2K3CQ83	GO:0016301	kinase activity	molecular_function
A8IW47	GO:0046961	proton-transporting ATPase activity, rotational mechanism	molecular_function
A8IW47	GO:0046961	proton-transporting ATPase activity, rotational mechanism	molecular_function
A0A2K3CRL2	GO:0004842	ubiquitin-protein transferase activity	molecular_function
A0A2K3CRL2	GO:0061630	ubiquitin protein ligase activity	molecular_function
A0A2K3CRL2	GO:0061630	ubiquitin protein ligase activity	molecular_function
A8J6F3	GO:0004364	glutathione transferase activity	molecular_function
A0A2K3CRC5	GO:0003774	cytoskeletal motor activity	molecular_function
A0A2K3CRC5	GO:0003777	microtubule motor activity	molecular_function
A0A2K3CRC5	GO:0008574	plus-end-directed microtubule motor activity	molecular_function
A0A2K3CRC5	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3CP92	GO:0004842	ubiquitin-protein transferase activity	molecular_function
A0A2K3CNQ7	GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	molecular_function
A0A2K3CQT4	GO:0008703	5-amino-6-(5-phosphoribosylamino)uracil reductase activity	molecular_function
A0A2K3CQT4	GO:0008835	diaminohydroxyphosphoribosylaminopyrimidine deaminase activity	molecular_function
A0A2K3CQT4	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3CPZ6	GO:0031386	protein tag activity	molecular_function
A0A2K3CNR0	GO:0019789	SUMO transferase activity	molecular_function
A0A2K3CNR0	GO:0061665	SUMO ligase activity	molecular_function
A8IW39	GO:0008483	transaminase activity	molecular_function
A0A2K3CQI9	GO:0016491	oxidoreductase activity	molecular_function
Q8LKG7	GO:0005384	manganese ion transmembrane transporter activity	molecular_function
Q8LKG7	GO:0015086	cadmium ion transmembrane transporter activity	molecular_function
Q8LKG7	GO:0046873	metal ion transmembrane transporter activity	molecular_function
A0A2K3CP88	GO:0004349	glutamate 5-kinase activity	molecular_function
A0A2K3CP88	GO:0004349	glutamate 5-kinase activity	molecular_function
A0A2K3CP88	GO:0016301	kinase activity	molecular_function
A0A2K3CNR2	GO:0003824	catalytic activity	molecular_function
A0A2K3CNR2	GO:0004477	methenyltetrahydrofolate cyclohydrolase activity	molecular_function
A0A2K3CNR2	GO:0004477	methenyltetrahydrofolate cyclohydrolase activity	molecular_function
A0A2K3CNR2	GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	molecular_function
A0A2K3CNR2	GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	molecular_function
A0A2K3CNR2	GO:0003824	catalytic activity	molecular_function
A0A2K3CNR2	GO:0004477	methenyltetrahydrofolate cyclohydrolase activity	molecular_function
A0A2K3CNR2	GO:0004477	methenyltetrahydrofolate cyclohydrolase activity	molecular_function
A0A2K3CNR2	GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	molecular_function
A0A2K3CNR2	GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	molecular_function
A0A2K3CPS8	GO:0140664	ATP-dependent DNA damage sensor activity	molecular_function
A0A2K3CQN4	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3CQN4	GO:0036402	proteasome-activating activity	molecular_function
A0A2K3CQR8	GO:0004198	calcium-dependent cysteine-type endopeptidase activity	molecular_function
A0A2K3CQR8	GO:0008234	cysteine-type peptidase activity	molecular_function
A0A2K3CNQ9	GO:0004252	serine-type endopeptidase activity	molecular_function
A0A2K3CNQ9	GO:0008236	serine-type peptidase activity	molecular_function
A0A2K3CP75	GO:0004888	transmembrane signaling receptor activity	molecular_function
A0A2K3CP75	GO:0005230	extracellular ligand-gated monoatomic ion channel activity	molecular_function
A0A2K3CPK8	GO:0015250	water channel activity	molecular_function
A0A2K3CPK8	GO:0015250	water channel activity	molecular_function
A0A2K3CPK8	GO:0015267	channel activity	molecular_function
A0A2K3CP13	GO:0042800	histone H3K4 methyltransferase activity	molecular_function
A8IR64	GO:0005484	SNAP receptor activity	molecular_function
A8IR64	GO:0005484	SNAP receptor activity	molecular_function
A0A2K3CPY5	GO:0004672	protein kinase activity	molecular_function
A0A2K3CPY5	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CPY5	GO:0016301	kinase activity	molecular_function
A0A2K3CP19	GO:0015360	acetate:proton symporter activity	molecular_function
A0A2K3CPG5	GO:0004252	serine-type endopeptidase activity	molecular_function
A0A2K3CPG5	GO:0008236	serine-type peptidase activity	molecular_function
A0A2K3CN30	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3CN30	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3CN29	GO:0004620	phospholipase activity	molecular_function
A0A2K3CN37	GO:0016279	protein-lysine N-methyltransferase activity	molecular_function
A0A2K3CN44	GO:0016740	transferase activity	molecular_function
A0A2K3CN31	GO:0003724	RNA helicase activity	molecular_function
A0A2K3CN31	GO:0004386	helicase activity	molecular_function
A0A2K3CN31	GO:0004386	helicase activity	molecular_function
A0A2K3CN31	GO:0016787	hydrolase activity	molecular_function
A0A2K3CN39	GO:0003824	catalytic activity	molecular_function
A0A2K3CN39	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3CN39	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3CMV2	GO:0004149	dihydrolipoyllysine-residue succinyltransferase activity	molecular_function
A0A2K3CMY4	GO:0003824	catalytic activity	molecular_function
A0A2K3CMV6	GO:0046983	protein dimerization activity	molecular_function
A0A2K3CNB3	GO:0003824	catalytic activity	molecular_function
A0A2K3DRS9	GO:0016757	glycosyltransferase activity	molecular_function
A0A2K3DSV6	GO:0001653	peptide receptor activity	molecular_function
A0A2K3DSV6	GO:0003824	catalytic activity	molecular_function
A0A2K3DSV6	GO:0004383	guanylate cyclase activity	molecular_function
A0A2K3DSV6	GO:0016829	lyase activity	molecular_function
A0A2K3DST6	GO:0004672	protein kinase activity	molecular_function
A0A2K3DST6	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DT84	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3DSM1	GO:0016787	hydrolase activity	molecular_function
A0A2K3DSI0	GO:0003700	DNA-binding transcription factor activity	molecular_function
A0A2K3DSI0	GO:0046983	protein dimerization activity	molecular_function
A0A2K3DT83	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DT83	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DSV0	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	molecular_function
A0A2K3DSG5	GO:0008081	phosphoric diester hydrolase activity	molecular_function
A0A2K3DSG5	GO:0008081	phosphoric diester hydrolase activity	molecular_function
A0A2K3DSG5	GO:0008889	glycerophosphodiester phosphodiesterase activity	molecular_function
A0A2K3DSM8	GO:0004672	protein kinase activity	molecular_function
A0A2K3DSM8	GO:0004672	protein kinase activity	molecular_function
A0A2K3DSM8	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DSK0	GO:0003712	transcription coregulator activity	molecular_function
A0A2K3DSK0	GO:0003712	transcription coregulator activity	molecular_function
A0A2K3DSC0	GO:0047429	nucleoside triphosphate diphosphatase activity	molecular_function
A0A2K3DSC0	GO:0047429	nucleoside triphosphate diphosphatase activity	molecular_function
A0A2K3DT56	GO:0008374	O-acyltransferase activity	molecular_function
A0A2K3DT56	GO:0016740	transferase activity	molecular_function
A0A2K3DS01	GO:0070579	5-methylcytosine dioxygenase activity	molecular_function
A0A2K3DS01	GO:0070579	5-methylcytosine dioxygenase activity	molecular_function
A0A2K3DSL4	GO:0004044	amidophosphoribosyltransferase activity	molecular_function
A0A2K3DSL4	GO:0004044	amidophosphoribosyltransferase activity	molecular_function
A0A2K3DSL4	GO:0016757	glycosyltransferase activity	molecular_function
A8J8C1	GO:0004177	aminopeptidase activity	molecular_function
A8J8C1	GO:0004239	initiator methionyl aminopeptidase activity	molecular_function
A8J8C1	GO:0070006	metalloaminopeptidase activity	molecular_function
A8J8C1	GO:0070006	metalloaminopeptidase activity	molecular_function
A0A2K3DSI2	GO:0003743	translation initiation factor activity	molecular_function
A0A2K3DSI2	GO:0003743	translation initiation factor activity	molecular_function
A0A2K3DS39	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3DS91	GO:0004672	protein kinase activity	molecular_function
A0A2K3DT04	GO:0004842	ubiquitin-protein transferase activity	molecular_function
A0A2K3DT04	GO:0016740	transferase activity	molecular_function
A0A2K3DT04	GO:0061630	ubiquitin protein ligase activity	molecular_function
A0A2K3DRY9	GO:0008094	ATP-dependent activity, acting on DNA	molecular_function
A0A2K3DSP1	GO:0001730	2'-5'-oligoadenylate synthetase activity	molecular_function
A0A2K3DS62	GO:0003924	GTPase activity	molecular_function
A0A2K3DS62	GO:0003924	GTPase activity	molecular_function
A0A2K3DSU8	GO:0016787	hydrolase activity	molecular_function
A0A2K3DSU8	GO:0017040	N-acylsphingosine amidohydrolase activity	molecular_function
A0A2K3DSU8	GO:0017040	N-acylsphingosine amidohydrolase activity	molecular_function
Q6UPR2	GO:0004672	protein kinase activity	molecular_function
Q6UPR2	GO:0004674	protein serine/threonine kinase activity	molecular_function
Q6UPR2	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DSH5	GO:0003824	catalytic activity	molecular_function
A0A2K3DSH3	GO:0003824	catalytic activity	molecular_function
A0A2K3DRT1	GO:0004812	aminoacyl-tRNA ligase activity	molecular_function
A0A2K3DRT1	GO:0004820	glycine-tRNA ligase activity	molecular_function
A0A2K3DRT1	GO:0004820	glycine-tRNA ligase activity	molecular_function
A0A2K3DRT1	GO:0016740	transferase activity	molecular_function
A0A2K3DSB6	GO:0005216	monoatomic ion channel activity	molecular_function
A0A2K3DSB6	GO:0005216	monoatomic ion channel activity	molecular_function
A0A2K3DSB6	GO:0005262	calcium channel activity	molecular_function
Q42690	GO:0004332	fructose-bisphosphate aldolase activity	molecular_function
Q42690	GO:0016829	lyase activity	molecular_function
A0A2K3DSL2	GO:0004332	fructose-bisphosphate aldolase activity	molecular_function
A0A2K3DSL2	GO:0004332	fructose-bisphosphate aldolase activity	molecular_function
A0A2K3DSL2	GO:0016829	lyase activity	molecular_function
Q42690	GO:0004332	fructose-bisphosphate aldolase activity	molecular_function
Q42690	GO:0016829	lyase activity	molecular_function
A0A2K3DSL2	GO:0004332	fructose-bisphosphate aldolase activity	molecular_function
A0A2K3DSL2	GO:0004332	fructose-bisphosphate aldolase activity	molecular_function
A0A2K3DSL2	GO:0016829	lyase activity	molecular_function
A0A2K3DRT8	GO:0003980	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function
A0A2K3DRT8	GO:0003980	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function
A0A2K3DRW9	GO:0003980	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function
P93108	GO:0004089	carbonate dehydratase activity	molecular_function
P93108	GO:0016829	lyase activity	molecular_function
A0A2K3DT87	GO:0004198	calcium-dependent cysteine-type endopeptidase activity	molecular_function
A0A2K3DT87	GO:0008234	cysteine-type peptidase activity	molecular_function
A0A2K3DSX4	GO:0008168	methyltransferase activity	molecular_function
A0A2K3DS24	GO:0004879	nuclear receptor activity	molecular_function
A0A2K3DSN0	GO:0016740	transferase activity	molecular_function
A0A2K3DSN0	GO:0016779	nucleotidyltransferase activity	molecular_function
A0A2K3DSL7	GO:0003713	transcription coactivator activity	molecular_function
A0A2K3DSC4	GO:0004089	carbonate dehydratase activity	molecular_function
A0A2K3DS64	GO:0003824	catalytic activity	molecular_function
A0A2K3DS64	GO:0004725	protein tyrosine phosphatase activity	molecular_function
A0A2K3DSR2	GO:0003774	cytoskeletal motor activity	molecular_function
A0A2K3DSR2	GO:0003777	microtubule motor activity	molecular_function
A0A2K3DSR2	GO:0003777	microtubule motor activity	molecular_function
A0A2K3DSR2	GO:0016887	ATP hydrolysis activity	molecular_function
A8JG56	GO:0004601	peroxidase activity	molecular_function
A8JG56	GO:0004601	peroxidase activity	molecular_function
A0A2K3DT08	GO:0001653	peptide receptor activity	molecular_function
A0A2K3DT08	GO:0004383	guanylate cyclase activity	molecular_function
A0A2K3DT08	GO:0016829	lyase activity	molecular_function
A0A2K3DSE7	GO:0004252	serine-type endopeptidase activity	molecular_function
A0A2K3DSE7	GO:0008236	serine-type peptidase activity	molecular_function
A8I547	GO:0009055	electron transfer activity	molecular_function
A0A2K3DT81	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DT81	GO:0042626	ATPase-coupled transmembrane transporter activity	molecular_function
A0A2K3DT81	GO:0140359	ABC-type transporter activity	molecular_function
A0A2K3DSZ6	GO:0004672	protein kinase activity	molecular_function
A0A2K3DSZ6	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DSZ6	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DSH4	GO:0004252	serine-type endopeptidase activity	molecular_function
A0A2K3DSH4	GO:0008236	serine-type peptidase activity	molecular_function
A0A2K3DRY5	GO:0009881	photoreceptor activity	molecular_function
A0A2K3DS21	GO:0004842	ubiquitin-protein transferase activity	molecular_function
A0A2K3DS23	GO:0004352	glutamate dehydrogenase (NAD+) activity	molecular_function
A0A2K3DS23	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3DS23	GO:0016639	oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor	molecular_function
A0A2K3DS04	GO:0005384	manganese ion transmembrane transporter activity	molecular_function
A0A2K3DS04	GO:0015086	cadmium ion transmembrane transporter activity	molecular_function
A0A2K3DS04	GO:0046873	metal ion transmembrane transporter activity	molecular_function
A0A2K3DS70	GO:0004430	1-phosphatidylinositol 4-kinase activity	molecular_function
A0A2K3DS70	GO:0016301	kinase activity	molecular_function
A0A2K3DRU6	GO:0004683	calcium/calmodulin-dependent protein kinase activity	molecular_function
A0A2K3DRU6	GO:0009931	calcium-dependent protein serine/threonine kinase activity	molecular_function
A0A2K3DSM5	GO:0004620	phospholipase activity	molecular_function
A0A2K3DSZ2	GO:0003924	GTPase activity	molecular_function
A0A2K3DSZ2	GO:0003924	GTPase activity	molecular_function
A0A2K3DRZ9	GO:0061630	ubiquitin protein ligase activity	molecular_function
A8I5E0	GO:0004656	procollagen-proline 4-dioxygenase activity	molecular_function
A8I5E0	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function
A8I5E0	GO:0051213	dioxygenase activity	molecular_function
A0A2K3DSM2	GO:0015385	sodium:proton antiporter activity	molecular_function
A0A2K3DSM2	GO:0015385	sodium:proton antiporter activity	molecular_function
A0A2K3DSM2	GO:0015386	potassium:proton antiporter activity	molecular_function
A0A2K3DSA0	GO:0008168	methyltransferase activity	molecular_function
A0A2K3DSA0	GO:0160107	tRNA (adenine(58)-N1)-methyltransferase activity	molecular_function
A0A2K3DS59	GO:0004843	cysteine-type deubiquitinase activity	molecular_function
A0A2K3DT50	GO:0004527	exonuclease activity	molecular_function
A0A2K3DT50	GO:0008296	3'-5'-DNA exonuclease activity	molecular_function
A0A2K3DT50	GO:0008408	3'-5' exonuclease activity	molecular_function
A0A2K3DSZ3	GO:0004812	aminoacyl-tRNA ligase activity	molecular_function
A0A2K3DSZ3	GO:0004830	tryptophan-tRNA ligase activity	molecular_function
A0A2K3DSZ3	GO:0004830	tryptophan-tRNA ligase activity	molecular_function
A0A2K3DT71	GO:0008233	peptidase activity	molecular_function
A0A2K3DT71	GO:0008237	metallopeptidase activity	molecular_function
A0A2K3DT70	GO:0008233	peptidase activity	molecular_function
A0A2K3DT70	GO:0008237	metallopeptidase activity	molecular_function
A0A2K3DSY1	GO:0004149	dihydrolipoyllysine-residue succinyltransferase activity	molecular_function
A0A2K3DST4	GO:0004743	pyruvate kinase activity	molecular_function
